Fecha,Dia,Llamadas,DiaNormal,LlamadasNormal
02/05/20,123,192,2.11734737748792,0.376470588235294
03/05/20,124,208,2.13456158380895,0.407843137254902
04/05/20,125,200,2.15177579012999,0.392156862745098
05/05/20,126,173,2.16898999645104,0.33921568627451
06/05/20,127,165,2.18620420277208,0.323529411764706
07/05/20,128,147,2.20341840909311,0.288235294117647
08/05/20,129,178,2.22063261541415,0.349019607843137
09/05/20,130,173,2.23784682173519,0.33921568627451
10/05/20,131,198,2.25506102805623,0.388235294117647
11/05/20,132,215,2.27227523437727,0.42156862745098
12/05/20,133,187,2.28948944069831,0.366666666666667
13/05/20,134,212,2.30670364701935,0.415686274509804
14/05/20,135,168,2.32391785334039,0.329411764705882
15/05/20,136,206,2.34113205966143,0.403921568627451
16/05/20,137,184,2.35834626598247,0.36078431372549
17/05/20,138,229,2.37556047230351,0.449019607843137
18/05/20,139,229,2.39277467862455,0.449019607843137
19/05/20,140,194,2.40998888494559,0.380392156862745
20/05/20,141,192,2.42720309126663,0.376470588235294
21/05/20,142,234,2.44441729758767,0.458823529411765
22/05/20,143,241,2.46163150390871,0.472549019607843
23/05/20,144,285,2.47884571022975,0.558823529411765
24/05/20,145,286,2.49605991655079,0.56078431372549
25/05/20,146,229,2.51327412287183,0.449019607843137
26/05/20,147,223,2.53048832919287,0.437254901960784
27/05/20,148,188,2.54770253551391,0.368627450980392
28/05/20,149,215,2.56491674183495,0.42156862745098
29/05/20,150,238,2.58213094815599,0.466666666666667
30/05/20,151,299,2.59934515447703,0.586274509803922
31/05/20,152,316,2.61655936079807,0.619607843137255
01/06/20,153,272,2.63377356711911,0.533333333333333
02/06/20,154,231,2.65098777344015,0.452941176470588
03/06/20,155,256,2.66820197976119,0.501960784313726
04/06/20,156,286,2.68541618608223,0.56078431372549
05/06/20,157,341,2.70263039240327,0.668627450980392
06/06/20,158,336,2.71984459872431,0.658823529411765
07/06/20,159,365,2.73705880504535,0.715686274509804
08/06/20,160,290,2.75427301136639,0.568627450980392
09/06/20,161,194,2.77148721768743,0.380392156862745
10/06/20,162,306,2.78870142400847,0.6
11/06/20,163,273,2.80591563032951,0.535294117647059
12/06/20,164,294,2.82312983665055,0.576470588235294
13/06/20,165,349,2.84034404297159,0.684313725490196
14/06/20,166,371,2.85755824929263,0.727450980392157
15/06/20,167,281,2.87477245561367,0.550980392156863
16/06/20,168,243,2.89198666193471,0.476470588235294
17/06/20,169,311,2.90920086825575,0.609803921568628
18/06/20,170,320,2.92641507457679,0.627450980392157
19/06/20,171,318,2.94362928089783,0.623529411764706
20/06/20,172,396,2.96084348721887,0.776470588235294
21/06/20,173,404,2.97805769353991,0.792156862745098
22/06/20,174,276,2.99527189986095,0.541176470588235
23/06/20,175,235,3.01248610618199,0.46078431372549
24/06/20,176,201,3.02970031250303,0.394117647058823
25/06/20,177,266,3.04691451882407,0.52156862745098
26/06/20,178,307,3.06412872514511,0.601960784313725
27/06/20,179,367,3.08134293146615,0.719607843137255
28/06/20,180,357,3.09855713778719,0.7
29/06/20,181,286,3.11577134410823,0.56078431372549
30/06/20,182,266,3.13298555042927,0.52156862745098
01/07/20,183,335,3.15019975675031,0.656862745098039
02/07/20,184,310,3.16741396307135,0.607843137254902
03/07/20,185,309,3.18462816939239,0.605882352941176
04/07/20,186,361,3.20184237571343,0.707843137254902
05/07/20,187,438,3.21905658203447,0.858823529411765
06/07/20,188,271,3.23627078835551,0.531372549019608
07/07/20,189,257,3.25348499467655,0.503921568627451
08/07/20,190,264,3.27069920099759,0.517647058823529
09/07/20,191,231,3.28791340731863,0.452941176470588
10/07/20,192,303,3.30512761363967,0.594117647058823
11/07/20,193,347,3.32234181996071,0.680392156862745
12/07/20,194,409,3.33955602628175,0.801960784313726
13/07/20,195,258,3.35677023260279,0.505882352941176
14/07/20,196,263,3.37398443892383,0.515686274509804
15/07/20,197,240,3.39119864524487,0.470588235294118
16/07/20,198,312,3.40841285156591,0.611764705882353
17/07/20,199,327,3.42562705788695,0.641176470588235
18/07/20,200,375,3.44284126420799,0.735294117647059
19/07/20,201,404,3.46005547052903,0.792156862745098
20/07/20,202,304,3.47726967685007,0.596078431372549
21/07/20,203,289,3.49448388317111,0.566666666666667
22/07/20,204,288,3.51169808949215,0.564705882352941
23/07/20,205,327,3.52891229581319,0.641176470588235
24/07/20,206,341,3.54612650213423,0.668627450980392
25/07/20,207,416,3.56334070845527,0.815686274509804
26/07/20,208,379,3.58055491477631,0.743137254901961
27/07/20,209,341,3.59776912109735,0.668627450980392
28/07/20,210,326,3.61498332741839,0.63921568627451
29/07/20,211,261,3.63219753373943,0.511764705882353
30/07/20,212,348,3.64941174006047,0.682352941176471
31/07/20,213,325,3.66662594638151,0.637254901960784
01/08/20,214,348,3.68384015270255,0.682352941176471
02/08/20,215,407,3.70105435902359,0.798039215686275
03/08/20,216,304,3.71826856534463,0.596078431372549
04/08/20,217,260,3.73548277166567,0.509803921568627
05/08/20,218,299,3.75269697798671,0.586274509803922
06/08/20,219,335,3.76991118430775,0.656862745098039
07/08/20,220,349,3.78712539062879,0.684313725490196
08/08/20,221,372,3.80433959694983,0.729411764705882
09/08/20,222,306,3.82155380327087,0.6
10/08/20,223,284,3.83876800959191,0.556862745098039
11/08/20,224,276,3.85598221591295,0.541176470588235
12/08/20,225,262,3.87319642223399,0.513725490196078
13/08/20,226,311,3.89041062855503,0.609803921568628
14/08/20,227,338,3.90762483487607,0.662745098039216
15/08/20,228,349,3.92483904119711,0.684313725490196
16/08/20,229,434,3.94205324751815,0.850980392156863
17/08/20,230,263,3.95926745383919,0.515686274509804
18/08/20,231,213,3.97648166016023,0.417647058823529
19/08/20,232,320,3.99369586648127,0.627450980392157
20/08/20,233,281,4.01091007280231,0.550980392156863
21/08/20,234,385,4.02812427912335,0.754901960784314
22/08/20,235,426,4.04533848544439,0.835294117647059
23/08/20,236,393,4.06255269176543,0.770588235294118
24/08/20,237,275,4.07976689808647,0.53921568627451
25/08/20,238,249,4.09698110440751,0.488235294117647
26/08/20,239,269,4.11419531072855,0.527450980392157
27/08/20,240,290,4.13140951704959,0.568627450980392
28/08/20,241,352,4.14862372337063,0.690196078431373
29/08/20,242,416,4.16583792969167,0.815686274509804
30/08/20,243,429,4.18305213601271,0.841176470588235
31/08/20,244,319,4.20026634233375,0.625490196078431
01/09/20,245,316,4.21748054865479,0.619607843137255
02/09/20,246,334,4.23469475497583,0.654901960784314
03/09/20,247,313,4.25190896129687,0.613725490196079
04/09/20,248,340,4.26912316761791,0.666666666666667
05/09/20,249,370,4.28633737393895,0.725490196078431
06/09/20,250,457,4.30355158025999,0.896078431372549
07/09/20,251,288,4.32076578658103,0.564705882352941
08/09/20,252,265,4.33797999290207,0.519607843137255
09/09/20,253,319,4.35519419922311,0.625490196078431
10/09/20,254,306,4.37240840554415,0.6
11/09/20,255,316,4.38962261186519,0.619607843137255
12/09/20,256,444,4.40683681818623,0.870588235294118
13/09/20,257,354,4.42405102450727,0.694117647058823
14/09/20,258,278,4.44126523082831,0.545098039215686
15/09/20,259,313,4.45847943714935,0.613725490196079
16/09/20,260,412,4.47569364347039,0.807843137254902
17/09/20,261,262,4.49290784979143,0.513725490196078
18/09/20,262,216,4.51012205611247,0.423529411764706
19/09/20,263,274,4.52733626243351,0.537254901960784
20/09/20,264,424,4.54455046875455,0.831372549019608
21/09/20,265,216,4.56176467507559,0.423529411764706
22/09/20,266,272,4.57897888139663,0.533333333333333
23/09/20,267,250,4.59619308771767,0.490196078431373
24/09/20,268,259,4.61340729403871,0.507843137254902
25/09/20,269,276,4.63062150035975,0.541176470588235
26/09/20,270,349,4.64783570668079,0.684313725490196
27/09/20,271,406,4.66504991300183,0.796078431372549
28/09/20,272,308,4.68226411932287,0.603921568627451
29/09/20,273,195,4.69947832564391,0.382352941176471
30/09/20,274,266,4.71669253196495,0.52156862745098
01/10/20,275,247,4.73390673828599,0.484313725490196
02/10/20,276,276,4.75112094460703,0.541176470588235
03/10/20,277,347,4.76833515092807,0.680392156862745
04/10/20,278,334,4.78554935724911,0.654901960784314
05/10/20,279,251,4.80276356357015,0.492156862745098
06/10/20,280,262,4.81997776989119,0.513725490196078
07/10/20,281,235,4.83719197621223,0.46078431372549
08/10/20,282,266,4.85440618253327,0.52156862745098
09/10/20,283,310,4.87162038885431,0.607843137254902
10/10/20,284,376,4.88883459517535,0.737254901960784
11/10/20,285,443,4.90604880149639,0.868627450980392
12/10/20,286,300,4.92326300781743,0.588235294117647
13/10/20,287,261,4.94047721413847,0.511764705882353
14/10/20,288,281,4.95769142045951,0.550980392156863
15/10/20,289,356,4.97490562678055,0.698039215686274
16/10/20,290,308,4.99211983310159,0.603921568627451
17/10/20,291,413,5.00933403942263,0.809803921568627
18/10/20,292,439,5.02654824574367,0.86078431372549
19/10/20,293,273,5.04376245206471,0.535294117647059
20/10/20,294,295,5.06097665838575,0.57843137254902
21/10/20,295,262,5.07819086470679,0.513725490196078
22/10/20,296,322,5.09540507102783,0.631372549019608
23/10/20,297,334,5.11261927734887,0.654901960784314
24/10/20,298,350,5.12983348366991,0.686274509803922
25/10/20,299,389,5.14704768999095,0.762745098039216
26/10/20,300,282,5.16426189631199,0.552941176470588
27/10/20,301,219,5.18147610263303,0.429411764705882
28/10/20,302,302,5.19869030895407,0.592156862745098
29/10/20,303,244,5.21590451527511,0.47843137254902
30/10/20,304,333,5.23311872159615,0.652941176470588
31/10/20,305,374,5.25033292791719,0.733333333333333
01/11/20,306,440,5.26754713423823,0.862745098039216
02/11/20,307,302,5.28476134055927,0.592156862745098
03/11/20,308,244,5.30197554688031,0.47843137254902
04/11/20,309,226,5.31918975320135,0.443137254901961
05/11/20,310,234,5.33640395952239,0.458823529411765
06/11/20,311,274,5.35361816584343,0.537254901960784
07/11/20,312,358,5.37083237216447,0.701960784313725
08/11/20,313,419,5.38804657848551,0.82156862745098
09/11/20,314,277,5.40526078480655,0.543137254901961
10/11/20,315,309,5.42247499112759,0.605882352941176
11/11/20,316,317,5.43968919744863,0.62156862745098
12/11/20,317,298,5.45690340376967,0.584313725490196
13/11/20,318,371,5.47411761009071,0.727450980392157
14/11/20,319,458,5.49133181641175,0.898039215686275
15/11/20,320,407,5.50854602273279,0.798039215686275
16/11/20,321,298,5.52576022905383,0.584313725490196
17/11/20,322,235,5.54297443537487,0.46078431372549
18/11/20,323,242,5.56018864169591,0.474509803921569
19/11/20,324,280,5.57740284801695,0.549019607843137
20/11/20,325,280,5.59461705433799,0.549019607843137
21/11/20,326,329,5.61183126065903,0.645098039215686
22/11/20,327,354,5.62904546698007,0.694117647058823
23/11/20,328,272,5.64625967330111,0.533333333333333
24/11/20,329,261,5.66347387962215,0.511764705882353
25/11/20,330,257,5.68068808594319,0.503921568627451
26/11/20,331,263,5.69790229226423,0.515686274509804
27/11/20,332,318,5.71511649858527,0.623529411764706
28/11/20,333,341,5.73233070490631,0.668627450980392
29/11/20,334,333,5.74954491122735,0.652941176470588
30/11/20,335,271,5.76675911754839,0.531372549019608
01/12/20,336,252,5.78397332386943,0.494117647058824
02/12/20,337,275,5.80118753019047,0.53921568627451
03/12/20,338,299,5.81840173651151,0.586274509803922
04/12/20,339,312,5.83561594283255,0.611764705882353
05/12/20,340,331,5.85283014915359,0.649019607843137
06/12/20,341,330,5.87004435547463,0.647058823529412
07/12/20,342,278,5.88725856179567,0.545098039215686
08/12/20,343,241,5.90447276811671,0.472549019607843
09/12/20,344,228,5.92168697443775,0.447058823529412
10/12/20,345,295,5.93890118075879,0.57843137254902
11/12/20,346,235,5.95611538707983,0.46078431372549
12/12/20,347,253,5.97332959340087,0.496078431372549
13/12/20,348,325,5.99054379972191,0.637254901960784
14/12/20,349,261,6.00775800604295,0.511764705882353
15/12/20,350,244,6.02497221236399,0.47843137254902
16/12/20,351,208,6.04218641868503,0.407843137254902
17/12/20,352,197,6.05940062500607,0.386274509803922
18/12/20,353,223,6.07661483132711,0.437254901960784
19/12/20,354,333,6.09382903764815,0.652941176470588
20/12/20,355,436,6.11104324396919,0.854901960784314
21/12/20,356,355,6.12825745029023,0.696078431372549
22/12/20,357,344,6.14547165661127,0.674509803921569
23/12/20,358,334,6.16268586293231,0.654901960784314
24/12/20,359,403,6.17990006925335,0.790196078431373
25/12/20,360,510,6.19711427557439,1
26/12/20,361,298,6.21432848189543,1
27/12/20,362,290,6.23154268821647,0.996563573883162
28/12/20,363,277,6.24875689453751,0.951890034364261
29/12/20,364,224,6.26597110085855,0.769759450171821
30/12/20,365,291,6.28318530717959,1
